07:44:59.917	count:408,ORS:356,sleeptime:102
07:45:00.020	count:409,ORS:356,sleeptime:102
07:45:00.121	count:410,ORS:356,sleeptime:99
07:45:00.224	count:411,ORS:356,sleeptime:96
07:45:00.322	count:412,ORS:356,sleeptime:96
07:45:00.420	count:413,ORS:356,sleeptime:99
07:45:00.518	count:414,ORS:356,sleeptime:101
07:45:00.622	count:415,ORS:356,sleeptime:102
07:45:00.719	count:416,ORS:356,sleeptime:99
07:45:00.822	count:417,ORS:356,sleeptime:96
07:45:00.924	count:418,ORS:356,sleeptime:96
07:45:01.023	count:419,ORS:356,sleeptime:99
07:45:01.117	count:420,ORS:356,sleeptime:102
07:45:01.219	count:421,ORS:356,sleeptime:102
07:45:01.323	count:422,ORS:356,sleeptime:98
07:45:01.424	count:423,ORS:356,sleeptime:95
07:45:01.522	count:424,ORS:356,sleeptime:96
07:45:01.621	count:425,ORS:356,sleeptime:100
07:45:01.719	count:426,ORS:356,sleeptime:103
07:45:01.821	count:427,ORS:356,sleeptime:102
07:45:01.923	count:428,ORS:356,sleeptime:97
07:45:02.026	count:429,ORS:356,sleeptime:95
07:45:02.124	count:430,ORS:356,sleeptime:97
07:45:02.218	count:431,ORS:356,sleeptime:100
07:45:02.323	count:432,ORS:356,sleeptime:102
07:45:02.419	count:433,ORS:356,sleeptime:101
07:45:02.521	count:434,ORS:356,sleeptime:97
07:45:02.625	count:435,ORS:356,sleeptime:96
07:45:02.722	count:436,ORS:356,sleeptime:98
07:45:02.821	count:437,ORS:356,sleeptime:100
07:45:02.920	count:438,ORS:356,sleeptime:101
07:45:03.021	count:439,ORS:356,sleeptime:100
07:45:03.124	count:440,ORS:356,sleeptime:98
07:45:03.222	count:441,ORS:356,sleeptime:97
07:45:03.326	count:442,ORS:356,sleeptime:98
07:45:03.423	count:443,ORS:356,sleeptime:99
07:45:03.521	count:444,ORS:356,sleeptime:100
07:45:03.621	count:445,ORS:356,sleeptime:101
07:45:03.722	count:446,ORS:356,sleeptime:99
07:45:03.824	count:447,ORS:356,sleeptime:97
07:45:03.924	count:448,ORS:356,sleeptime:96
07:45:04.021	count:449,ORS:356,sleeptime:98
07:45:04.119	count:450,ORS:356,sleeptime:102
07:45:04.218	count:451,ORS:356,sleeptime:102
07:45:04.323	count:452,ORS:356,sleeptime:99
07:45:04.427	count:453,ORS:356,sleeptime:96
07:45:04.526	count:454,ORS:356,sleeptime:96
07:45:04.623	count:455,ORS:356,sleeptime:99
07:45:04.721	count:456,ORS:356,sleeptime:102
07:45:04.820	count:457,ORS:356,sleeptime:101
07:45:04.923	count:458,ORS:356,sleeptime:98
07:45:05.024	count:459,ORS:356,sleeptime:97
07:45:05.123	count:460,ORS:356,sleeptime:97
07:45:05.222	count:461,ORS:356,sleeptime:99
07:45:05.319	count:462,ORS:356,sleeptime:101
07:45:05.422	count:463,ORS:356,sleeptime:100
07:45:05.525	count:464,ORS:356,sleeptime:99
07:45:05.622	count:465,ORS:356,sleeptime:98
07:45:05.725	count:466,ORS:356,sleeptime:97
07:45:05.823	count:467,ORS:356,sleeptime:98
07:45:05.922	count:468,ORS:356,sleeptime:100
07:45:06.020	count:469,ORS:356,sleeptime:101
07:45:06.122	count:470,ORS:356,sleeptime:100
07:45:06.225	count:471,ORS:356,sleeptime:98
07:45:06.327	count:472,ORS:356,sleeptime:96
07:45:06.425	count:473,ORS:355,sleeptime:97
07:45:06.520	count:474,ORS:355,sleeptime:101
07:45:06.622	count:475,ORS:355,sleeptime:102
07:45:06.724	count:476,ORS:355,sleeptime:100
07:45:06.827	count:477,ORS:355,sleeptime:96
07:45:06.925	count:478,ORS:355,sleeptime:95
07:45:07.023	count:479,ORS:355,sleeptime:99
07:45:07.122	count:480,ORS:355,sleeptime:103
07:45:07.220	count:481,ORS:355,sleeptime:102
07:45:07.326	count:482,ORS:354,sleeptime:98
07:45:07.429	count:483,ORS:355,sleeptime:95
07:45:07.528	count:484,ORS:355,sleeptime:96
07:45:07.621	count:485,ORS:355,sleeptime:100
07:45:07.719	count:486,ORS:354,sleeptime:102
07:45:07.823	count:487,ORS:354,sleeptime:101
07:45:07.924	count:488,ORS:354,sleeptime:98
07:45:08.026	count:489,ORS:354,sleeptime:96
07:45:08.126	count:490,ORS:354,sleeptime:97
07:45:08.223	count:491,ORS:354,sleeptime:100
07:45:08.321	count:492,ORS:354,sleeptime:101
07:45:08.425	count:493,ORS:354,sleeptime:100
07:45:08.526	count:494,ORS:354,sleeptime:99
07:45:08.625	count:495,ORS:354,sleeptime:97
07:45:08.727	count:496,ORS:354,sleeptime:97
07:45:08.826	count:497,ORS:353,sleeptime:99
07:45:08.919	count:498,ORS:354,sleeptime:100
07:45:09.022	count:499,ORS:353,sleeptime:101
07:45:09.125	count:500,ORS:353,sleeptime:100
07:45:09.226	count:501,ORS:353,sleeptime:97
07:45:09.325	count:502,ORS:353,sleeptime:96
07:45:09.424	count:503,ORS:353,sleeptime:98
07:45:09.521	count:504,ORS:353,sleeptime:101
07:45:09.620	count:505,ORS:353,sleeptime:102
07:45:09.723	count:506,ORS:353,sleeptime:99
07:45:09.825	count:507,ORS:353,sleeptime:96
07:45:09.927	count:508,ORS:353,sleeptime:96
07:45:10.025	count:509,ORS:352,sleeptime:100
07:45:10.125	count:510,ORS:352,sleeptime:102
07:45:10.222	count:511,ORS:352,sleeptime:101
07:45:10.324	count:512,ORS:352,sleeptime:97
07:45:10.428	count:513,ORS:352,sleeptime:95
07:45:10.525	count:514,ORS:352,sleeptime:98
07:45:10.623	count:515,ORS:352,sleeptime:102
07:45:10.722	count:516,ORS:352,sleeptime:102
07:45:10.825	count:517,ORS:352,sleeptime:99
07:45:10.926	count:518,ORS:352,sleeptime:96
07:45:11.029	count:519,ORS:352,sleeptime:96
07:45:11.124	count:520,ORS:352,sleeptime:99
07:45:11.221	count:521,ORS:352,sleeptime:101
07:45:11.323	count:522,ORS:352,sleeptime:101
07:45:11.427	count:523,ORS:352,sleeptime:100
07:45:11.528	count:524,ORS:352,sleeptime:97
07:45:11.627	count:525,ORS:352,sleeptime:96
07:45:11.726	count:526,ORS:352,sleeptime:98
07:45:11.823	count:527,ORS:352,sleeptime:100
07:45:11.922	count:528,ORS:352,sleeptime:101
07:45:12.025	count:529,ORS:352,sleeptime:101
07:45:12.126	count:530,ORS:352,sleeptime:98
07:45:12.228	count:531,ORS:353,sleeptime:96
07:45:12.326	count:532,ORS:353,sleeptime:97
07:45:12.426	count:533,ORS:353,sleeptime:99
07:45:12.520	count:534,ORS:353,sleeptime:102
07:45:12.622	count:535,ORS:353,sleeptime:102
07:45:12.725	count:536,ORS:353,sleeptime:98
07:45:12.827	count:537,ORS:353,sleeptime:95
07:45:12.929	count:538,ORS:353,sleeptime:97
07:45:13.024	count:539,ORS:353,sleeptime:100
07:45:13.122	count:540,ORS:353,sleeptime:102
07:45:13.224	count:541,ORS:353,sleeptime:100
07:45:13.328	count:542,ORS:353,sleeptime:97
07:45:13.430	count:543,ORS:353,sleeptime:97
07:45:13.527	count:544,ORS:353,sleeptime:99
07:45:13.625	count:545,ORS:353,sleeptime:100
