#0.0000 0.0000 95.000000 -1 0.000 #x,y,theta,t,z
0.000 0.000 0.000 0 0.000
2.760 503.555 89.866 1 -9.287
4.928 751.040 90.229 2 -9.577
2.312 1142.254 90.483 3 -22.210
21.245 1556.325 87.580 4 -26.090
17.811 1968.856 89.488 5 -8.402
2.884 2384.388 90.801 6 -5.840
-8.470 2862.150 91.080 7 -1.690
-15.686 3381.936 90.265 8 -13.754
-23.867 3941.573 90.535 9 -28.532
-45.463 4477.995 90.796 10 -39.187
-21.129 4997.840 87.528 11 -35.903
-51.566 5561.524 90.962 12 -43.064
-71.062 6107.449 90.189 13 -58.343
-85.796 6601.554 91.276 14 -91.639
-107.709 7194.373 89.409 15 -127.024
-107.957 7712.475 89.358 16 -153.982
-106.734 8260.620 89.391 17 -164.752
-279.656 8848.948 89.632 18 -169.260
-278.067 9413.621 91.303 19 -217.785
-284.987 9905.533 89.145 20 -203.634
-252.004 10466.786 85.461 21 -176.826
-265.579 10999.967 89.678 22 -168.834
-530.001 11527.479 99.715 23 -56.791
-491.941 12065.190 83.539 24 -70.950
-487.369 12600.814 90.041 25 -70.746
-641.423 13101.674 88.538 26 -71.614
-644.206 13671.057 90.026 27 -96.530
-635.847 14338.403 89.279 28 -127.662
-655.919 14859.500 90.458 29 -152.746
-826.436 15398.506 89.866 30 -150.419
-841.330 15966.532 89.223 31 -192.968
-840.430 16567.981 90.119 32 -223.654
-822.755 17103.767 89.704 33 -242.192
-999.134 17619.973 88.149 34 -205.770
-1005.496 18212.395 90.469 35 -230.027
-1031.604 18848.275 90.440 36 -255.268
-1188.109 19402.486 89.969 37 -216.869
-1185.344 20114.914 90.461 38 -251.526
-1188.474 20667.108 89.429 39 -281.171
-1370.037 21267.024 90.301 40 -262.126
-1373.187 21869.008 90.660 41 -270.559
-1383.829 22549.852 90.067 42 -307.367
-1409.108 23149.406 90.318 43 -348.375
-1626.117 23618.970 91.862 44 -294.925
-1621.912 24187.158 90.854 45 -339.651
-1633.345 24800.478 91.639 46 -393.372
-1788.217 25210.646 87.939 47 -364.046
-1850.756 25746.735 95.827 48 -348.229
-1839.436 26331.724 86.532 49 -398.799
-1999.842 26910.998 91.968 50 -364.985
-2036.492 27466.112 92.269 51 -397.810
-2057.609 28162.946 93.265 52 -423.630
-2040.094 28774.774 90.105 53 -456.899
-2005.712 29203.812 87.402 54 -380.248
-1987.647 29609.481 92.268 55 -418.768
-1978.660 29709.888 92.347 56 -380.747
-1921.238 29751.192 11.162 57 -342.287
-1878.712 29674.572 -57.511 58 -269.617
-1813.317 29695.733 -5.885 59 -249.295
-1806.432 29659.350 -72.384 60 -230.748
-1810.760 29622.812 -70.698 61 -225.062
-1374.592 29677.300 1.056 62 -150.195
-1081.218 29893.050 -5.465 63 -24.811
-757.132 30039.703 -0.046 64 37.518
-389.269 30350.252 -2.926 65 78.733
34.566 30457.440 -0.905 66 149.307
455.628 30530.118 -2.700 67 200.399
961.203 30869.632 2.400 68 240.367
1381.015 30863.887 -8.530 69 313.724
1726.580 30866.236 -5.804 70 346.950
2116.368 31031.003 -0.355 71 348.622
2514.292 31026.360 -2.239 72 409.950
2967.732 31026.878 0.244 73 470.359
3366.156 31038.218 -2.574 74 519.412
3693.131 31042.084 0.115 75 558.594
3865.325 31191.379 7.606 76 425.585
4204.069 31200.118 0.985 77 489.051
4639.508 31213.165 3.794 78 533.209
4976.460 31247.449 2.536 79 587.997
5467.630 31269.154 0.844 80 644.900
5889.639 31265.194 -1.071 81 729.741
6308.106 31361.747 -0.112 82 611.645
6762.899 31362.676 -0.406 83 679.914
7200.715 31400.895 4.101 84 747.648
7639.639 31464.300 -1.204 85 638.728
8047.055 31505.285 4.479 86 695.466
8509.484 31501.120 -2.090 87 752.705
9001.569 31514.358 1.417 88 827.913
9443.576 31598.458 -3.726 89 694.985
9923.483 31628.669 3.198 90 755.037
10331.531 31616.191 -0.897 91 814.005
10752.299 31710.107 1.415 92 694.584
11193.529 31717.012 -0.471 93 742.882
11637.625 31715.922 0.057 94 813.566
12073.230 31727.923 -0.415 95 871.626
12476.334 31796.305 -0.621 96 745.774
12898.110 31793.921 0.031 97 810.184
13339.762 31797.830 -1.053 98 869.301
13797.474 31877.530 0.766 99 747.638
14238.181 31883.975 0.671 100 781.546
14719.917 31884.976 0.133 101 842.793
15231.943 31929.562 -0.865 102 728.397
15794.758 31919.301 -0.926 103 803.494
16354.912 31945.972 0.836 104 910.736
16701.538 32009.949 -4.470 105 765.504
17171.199 31955.584 -8.629 106 862.136
17700.674 31953.706 -2.837 107 917.145
18247.237 32023.781 -3.084 108 784.189
18771.652 32013.593 -1.954 109 896.199
19202.108 32066.130 -5.134 110 791.601
19653.713 32053.797 -1.223 111 831.070
19820.336 32132.190 1.925 112 698.245
20082.282 32110.016 -5.723 113 718.598
20651.896 32090.420 -1.836 114 824.989
21054.394 32071.599 -4.182 115 878.905
21465.564 32064.791 -0.662 116 975.050
22050.164 32121.701 -4.784 117 874.876
22672.908 32094.960 -3.516 118 984.770
23243.847 32140.773 -3.880 119 898.014
23846.427 32132.491 -4.598 120 973.224
24459.354 32194.800 -3.621 121 884.211
25036.212 32196.911 0.321 122 944.630
25717.601 32263.695 -3.256 123 897.587
26298.981 32228.776 -4.184 124 962.107
26817.997 32315.373 -3.739 125 874.356
27266.283 32288.809 -3.630 126 970.924
27735.653 32376.070 -3.988 127 867.954
28250.620 32358.622 -2.829 128 934.870
28685.070 32455.728 -1.544 129 830.150
29232.158 32406.964 -4.360 130 932.385
29659.621 32491.299 -5.017 131 859.793
30209.196 32484.050 -0.066 132 939.524
30638.114 32601.162 -0.832 133 858.580
31080.113 32816.800 47.610 134 570.734
31507.305 32954.269 0.102 135 354.760
31977.038 33024.240 -3.263 136 334.771
32345.159 33001.528 -7.031 137 418.760
32715.755 32976.626 -4.564 138 474.023
33130.322 32986.190 -4.339 139 517.214
33565.711 33059.289 -4.966 140 467.648
33952.832 33031.037 -5.616 141 528.949
34521.083 32956.337 -16.135 142 672.729
35030.983 33051.320 -2.872 143 605.417
35473.820 33025.853 -5.136 144 696.625
35986.699 32991.382 -5.737 145 773.483
36487.982 33090.132 -3.477 146 693.780
37049.920 33071.159 -3.228 147 787.102
37527.438 33112.996 -10.049 148 718.695
37974.120 33099.856 -1.149 149 804.374
38611.262 33194.765 -4.265 150 718.392
39173.290 33129.003 -5.237 151 831.198
39786.381 33233.452 -3.310 152 752.829
40376.940 33221.376 -2.547 153 845.686
40979.809 33301.207 -3.397 154 779.241
41446.507 33263.818 -4.074 155 881.110
42010.189 33237.834 -3.100 156 931.196
42494.252 33314.798 -2.510 157 835.000
43090.739 33282.993 -2.787 158 926.725
43517.724 33375.863 -1.061 159 841.826
44159.019 33383.697 -1.117 160 929.865
44612.547 33459.399 -2.903 161 860.184
44774.749 33448.413 -2.645 162 900.311
44828.528 33474.345 35.105 163 862.496
45149.891 33427.630 -11.198 164 913.646
45383.099 33523.845 -2.453 165 794.319
46060.323 33502.375 -1.430 166 902.759
46740.794 33583.849 -3.524 167 855.095
47450.219 33577.609 -3.017 168 962.074
48163.146 33663.151 -4.190 169 893.557
49009.294 33748.807 -2.735 170 824.511
49794.648 33851.397 -2.934 171 739.723
50594.737 33868.543 -2.270 172 852.264
51541.327 33970.501 -2.265 173 779.392
52220.970 33965.280 -0.952 174 868.217
53171.567 34066.260 -2.711 175 798.969
53859.904 34068.143 -1.812 176 910.240
54728.852 34156.129 -2.920 177 867.625
55579.458 34141.056 -1.831 178 954.236
56415.507 34239.629 -1.386 179 918.804
57008.659 34227.035 -0.264 180 981.156
57732.501 34314.905 0.598 181 933.282
58241.904 34220.995 -6.156 182 998.269
58761.130 34205.477 -3.388 183 955.448
58994.576 34280.346 0.056 184 899.806
59206.391 34304.859 -4.271 185 867.791
59549.948 34303.073 -4.880 186 842.127
60052.856 34263.349 -5.964 187 956.436
60408.386 34273.285 -6.011 188 930.554
60737.549 34234.681 -6.340 189 905.156
60453.678 33952.018 -97.944 190 498.701
60070.282 33926.966 171.489 191 217.276
60313.578 33809.914 -13.402 192 182.499
60573.730 33790.557 -7.317 193 235.601
60727.389 33774.845 -3.415 194 222.844
