#0.0000 0.0000 95.000000 -1 0.000 #x,y,theta,t,z
0.000 0.000 0.000 0 0.000
3.147 500.130 89.804 1 -7.440
5.660 748.357 90.417 2 -7.785
-1.375 1141.433 90.364 3 -24.657
17.336 1553.799 87.065 4 -23.507
12.187 1966.137 89.487 5 -4.196
1.890 2383.227 91.072 6 -0.324
-17.443 2855.837 91.370 7 1.126
-23.497 3373.448 90.269 8 -4.796
-39.523 3936.522 90.661 9 -24.000
-54.247 4471.678 90.993 10 -28.463
-52.554 4992.363 87.266 11 -31.354
-86.002 5555.721 91.005 12 -57.330
-188.375 6087.403 90.335 13 -60.296
-202.160 6592.588 90.309 14 -89.013
-235.007 7162.128 90.747 15 -97.710
-337.089 7694.184 89.242 16 -105.030
-345.962 8265.156 89.580 17 -112.149
-335.590 8822.629 88.762 18 -144.638
-445.539 9389.144 88.633 19 -130.828
-459.105 9895.661 90.971 20 -113.015
-431.925 10466.536 84.954 21 -93.287
-550.490 10971.836 89.418 22 -74.633
-641.605 11470.235 100.815 23 14.101
-606.505 12013.532 85.335 24 14.440
-725.121 12595.156 89.753 25 -8.522
-718.447 13118.175 88.957 26 -42.830
-825.774 13701.700 88.980 27 -29.532
-830.618 14333.260 88.424 28 -57.453
-919.203 14880.496 88.090 29 -58.976
-941.839 15456.960 90.501 30 -86.371
-948.947 16046.053 90.692 31 -125.637
-1070.184 16634.125 90.422 32 -133.184
-1078.746 17186.287 90.419 33 -171.829
-1187.917 17743.777 89.717 34 -155.629
-1194.277 18363.546 90.209 35 -164.931
-1304.576 18995.518 90.918 36 -165.817
-1301.546 19610.976 88.486 37 -193.329
-1311.322 20301.752 90.064 38 -211.526
-1427.420 20851.781 89.745 39 -201.359
-1464.103 21472.277 93.581 40 -232.995
-1600.282 22058.119 91.664 41 -198.998
-1634.052 22737.935 89.790 42 -219.358
-1752.057 23353.363 90.367 43 -225.470
-1766.561 23873.976 90.241 44 -244.632
-1872.245 24440.762 90.458 45 -256.529
-1882.197 25073.694 91.071 46 -288.138
-1868.058 25615.161 87.430 47 -339.550
-2008.988 26105.164 95.604 48 -263.037
-1980.394 26682.011 85.675 49 -306.192
-1996.945 27300.305 93.289 50 -317.167
-2116.807 27861.480 92.740 51 -281.167
-2136.356 28512.776 94.125 52 -307.013
-2218.026 29062.553 90.994 53 -274.436
-2186.667 29393.485 87.658 54 -201.021
-2262.106 29701.694 91.421 55 -187.654
-2229.624 29817.383 86.148 56 -150.111
-2253.865 29771.723 -2.347 57 -86.165
-2181.596 29702.403 -46.920 58 -6.221
-2128.534 29672.699 -36.905 59 17.958
-2118.552 29636.588 -78.994 60 35.713
-2152.229 29589.702 -92.895 61 36.324
-1810.799 29723.582 5.568 62 83.723
-1469.322 29861.339 -4.104 63 143.220
-1179.988 29995.997 0.399 64 139.389
-766.355 30226.308 -0.296 65 164.656
-242.836 30493.583 -0.893 66 211.439
258.350 30757.152 0.915 67 253.405
738.622 30827.756 0.703 68 327.986
