-10384.0 -65066.0   82.3 07:50:33.802 
-10380.0 -65035.0   82.3 07:50:33.902 
-10375.0 -64999.0   82.3 07:50:34.002 
-10370.0 -64961.0   82.4 07:50:34.102 
-10365.0 -64921.0   82.3 07:50:34.202 
-10359.0 -64877.0   82.3 07:50:34.302 
-10353.0 -64831.0   82.3 07:50:34.402 
-10347.0 -64782.0   82.3 07:50:34.503 
-10341.0 -64737.0   82.2 07:50:34.603 
-10335.0 -64692.0   82.3 07:50:34.703 
-10330.0 -64651.0   82.3 07:50:34.803 
-10325.0 -64613.0   82.3 07:50:34.903 
-10320.0 -64575.0   82.2 07:50:35.003 
-10315.0 -64537.0   82.3 07:50:35.103 
-10310.0 -64499.0   82.2 07:50:35.203 
-10305.0 -64458.0   82.2 07:50:35.303 
-10299.0 -64415.0   82.2 07:50:35.403 
-10293.0 -64372.0   82.3 07:50:35.503 
-10288.0 -64330.0   82.2 07:50:35.603 
-10282.0 -64287.0   82.2 07:50:35.703 
-10277.0 -64244.0   82.2 07:50:35.803 
-10271.0 -64202.0   82.2 07:50:35.903 
-10265.0 -64158.0   82.2 07:50:36.003 
-10260.0 -64116.0   82.2 07:50:36.103 
-10254.0 -64072.0   82.2 07:50:36.203 
-10248.0 -64030.0   82.2 07:50:36.303 
-10242.0 -63987.0   82.2 07:50:36.403 
-10237.0 -63944.0   82.2 07:50:36.503 
-10231.0 -63901.0   82.2 07:50:36.604 
-10226.0 -63859.0   82.2 07:50:36.703 
-10220.0 -63816.0   82.2 07:50:36.803 
-10214.0 -63774.0   82.2 07:50:36.903 
-10209.0 -63730.0   82.2 07:50:37.003 
-10203.0 -63688.0   82.1 07:50:37.103 
-10197.0 -63646.0   82.2 07:50:37.204 
-10192.0 -63603.0   82.2 07:50:37.304 
-10186.0 -63559.0   82.2 07:50:37.404 
-10180.0 -63517.0   82.1 07:50:37.504 
-10175.0 -63479.0   82.2 07:50:37.604 
-10170.0 -63441.0   82.2 07:50:37.704 
-10165.0 -63403.0   82.2 07:50:37.804 
-10160.0 -63364.0   82.2 07:50:37.904 
-10155.0 -63323.0   82.2 07:50:38.004 
-10149.0 -63282.0   82.2 07:50:38.104 
-10144.0 -63242.0   82.2 07:50:38.204 
-10139.0 -63202.0   82.2 07:50:38.304 
-10133.0 -63161.0   82.2 07:50:38.404 
-10128.0 -63120.0   82.2 07:50:38.504 
-10123.0 -63079.0   82.3 07:50:38.604 
-10117.0 -63037.0   82.2 07:50:38.704 
-10112.0 -62996.0   82.2 07:50:38.804 
-10107.0 -62956.0   82.2 07:50:38.904 
-10101.0 -62914.0   82.2 07:50:39.004 
-10095.0 -62872.0   82.2 07:50:39.104 
-10090.0 -62831.0   82.3 07:50:39.204 
-10085.0 -62789.0   82.3 07:50:39.305 
-10079.0 -62749.0   82.1 07:50:39.405 
-10074.0 -62709.0   82.2 07:50:39.504 
-10069.0 -62667.0   82.2 07:50:39.605 
-10063.0 -62624.0   82.1 07:50:39.705 
-10057.0 -62583.0   82.1 07:50:39.805 
-10052.0 -62543.0   82.3 07:50:39.905 
-10047.0 -62503.0   82.2 07:50:40.005 
-10041.0 -62461.0   82.2 07:50:40.105 
-10036.0 -62420.0   82.2 07:50:40.205 
-10030.0 -62379.0   82.2 07:50:40.305 
-10025.0 -62338.0   82.2 07:50:40.405 
-10020.0 -62296.0   82.2 07:50:40.505 
-10014.0 -62255.0   82.2 07:50:40.605 
-10009.0 -62214.0   82.2 07:50:40.705 
-10003.0 -62173.0   82.2 07:50:40.805 
-9998.0 -62132.0   82.2 07:50:40.905 
-9992.0 -62090.0   82.2 07:50:41.005 
-9987.0 -62049.0   82.2 07:50:41.105 
-9981.0 -62007.0   82.2 07:50:41.205 
-9976.0 -61966.0   82.2 07:50:41.305 
-9971.0 -61924.0   82.2 07:50:41.405 
-9965.0 -61883.0   82.2 07:50:41.505 
-9959.0 -61841.0   82.2 07:50:41.605 
-9954.0 -61799.0   82.2 07:50:41.705 
-9948.0 -61754.0   82.2 07:50:41.806 
-9942.0 -61709.0   82.2 07:50:41.906 
-9936.0 -61665.0   82.2 07:50:42.006 
-9930.0 -61621.0   82.2 07:50:42.106 
-9925.0 -61577.0   82.2 07:50:42.206 
-9919.0 -61532.0   82.2 07:50:42.306 
-9913.0 -61488.0   82.2 07:50:42.406 
-9907.0 -61443.0   82.1 07:50:42.506 
-9901.0 -61400.0   82.1 07:50:42.606 
-9895.0 -61357.0   82.1 07:50:42.706 
-9890.0 -61318.0   82.1 07:50:42.806 
-9885.0 -61281.0   82.2 07:50:42.906 
-9881.0 -61248.0   82.0 07:50:43.006 
-9877.0 -61219.0   81.0 07:50:43.106 
-9872.0 -61191.0   79.2 07:50:43.206 
-9867.0 -61167.0   78.0 07:50:43.306 
-9863.0 -61146.0   77.8 07:50:43.406 
-9859.0 -61127.0   77.8 07:50:43.506 
-9856.0 -61111.0   77.8 07:50:43.606 
-9852.0 -61092.0   77.7 07:50:43.706 
-9847.0 -61070.0   77.7 07:50:43.806 
-9841.0 -61045.0   77.8 07:50:43.907 
-9836.0 -61017.0   77.7 07:50:44.006 
-9829.0 -60987.0   77.6 07:50:44.106 
-9822.0 -60953.0   77.7 07:50:44.206 
-9814.0 -60917.0   77.7 07:50:44.306 
-9806.0 -60878.0   77.6 07:50:44.407 
-9797.0 -60836.0   77.5 07:50:44.507 
-9787.0 -60791.0   77.5 07:50:44.607 
-9776.0 -60743.0   77.5 07:50:44.707 
-9765.0 -60693.0   77.5 07:50:44.807 
-9754.0 -60639.0   77.5 07:50:44.907 
-9741.0 -60582.0   77.5 07:50:45.007 
-9728.0 -60523.0   77.5 07:50:45.107 
-9715.0 -60463.0   77.5 07:50:45.207 
-9703.0 -60406.0   77.5 07:50:45.307 
-9691.0 -60351.0   77.6 07:50:45.407 
-9680.0 -60301.0   77.5 07:50:45.507 
-9670.0 -60254.0   77.5 07:50:45.607 
-9660.0 -60209.0   77.5 07:50:45.707 
-9650.0 -60164.0   77.5 07:50:45.807 
-9640.0 -60120.0   77.5 07:50:45.907 
-9631.0 -60074.0   77.5 07:50:46.007 
-9621.0 -60028.0   77.5 07:50:46.107 
-9611.0 -59983.0   77.5 07:50:46.207 
-9601.0 -59938.0   77.5 07:50:46.307 
-9591.0 -59892.0   77.4 07:50:46.407 
-9581.0 -59846.0   77.5 07:50:46.507 
-9571.0 -59800.0   77.5 07:50:46.607 
-9561.0 -59754.0   77.4 07:50:46.707 
-9551.0 -59707.0   77.4 07:50:46.807 
-9540.0 -59661.0   77.5 07:50:46.907 
-9530.0 -59615.0   77.5 07:50:47.007 
-9520.0 -59569.0   77.5 07:50:47.108 
-9510.0 -59522.0   77.5 07:50:47.208 
-9500.0 -59475.0   77.5 07:50:47.308 
-9490.0 -59428.0   77.5 07:50:47.408 
-9480.0 -59382.0   77.4 07:50:47.508 
-9469.0 -59335.0   77.4 07:50:47.608 
-9459.0 -59288.0   77.4 07:50:47.708 
-9449.0 -59241.0   77.4 07:50:47.808 
-9438.0 -59194.0   77.5 07:50:47.909 
-9428.0 -59146.0   77.4 07:50:48.008 
-9417.0 -59095.0   77.4 07:50:48.108 
-9405.0 -59041.0   77.4 07:50:48.208 
-9393.0 -58986.0   77.4 07:50:48.308 
-9381.0 -58931.0   77.4 07:50:48.408 
-9369.0 -58877.0   77.4 07:50:48.508 
-9357.0 -58824.0   77.4 07:50:48.608 
-9346.0 -58770.0   77.4 07:50:48.708 
-9334.0 -58716.0   77.4 07:50:48.808 
-9322.0 -58662.0   77.4 07:50:48.908 
-9310.0 -58608.0   77.4 07:50:49.009 
-9298.0 -58553.0   77.4 07:50:49.109 
-9286.0 -58499.0   77.4 07:50:49.209 
-9274.0 -58445.0   77.4 07:50:49.308 
-9263.0 -58390.0   77.5 07:50:49.408 
-9251.0 -58335.0   77.5 07:50:49.509 
-9239.0 -58280.0   77.4 07:50:49.609 
-9227.0 -58226.0   77.5 07:50:49.709 
-9215.0 -58172.0   77.5 07:50:49.809 
-9203.0 -58117.0   77.5 07:50:49.909 
-9191.0 -58063.0   77.4 07:50:50.009 
-9179.0 -58010.0   77.4 07:50:50.109 
-9168.0 -57956.0   77.5 07:50:50.209 
-9156.0 -57902.0   77.4 07:50:50.309 
-9144.0 -57848.0   77.5 07:50:50.409 
-9133.0 -57795.0   77.5 07:50:50.509 
-9121.0 -57741.0   77.5 07:50:50.609 
-9109.0 -57686.0   77.5 07:50:50.709 
-9097.0 -57632.0   77.4 07:50:50.809 
-9085.0 -57578.0   77.5 07:50:50.909 
-9073.0 -57523.0   77.5 07:50:51.009 
-9061.0 -57469.0   77.4 07:50:51.109 
-9050.0 -57414.0   77.4 07:50:51.209 
-9038.0 -57360.0   77.5 07:50:51.309 
-9026.0 -57306.0   77.5 07:50:51.409 
-9014.0 -57251.0   77.4 07:50:51.509 
-9002.0 -57197.0   77.4 07:50:51.610 
-8990.0 -57143.0   77.5 07:50:51.710 
-8979.0 -57089.0   77.4 07:50:51.810 
-8967.0 -57034.0   77.4 07:50:51.910 
-8955.0 -56979.0   77.4 07:50:52.009 
-8943.0 -56925.0   77.5 07:50:52.110 
-8931.0 -56871.0   77.4 07:50:52.210 
-8919.0 -56816.0   77.5 07:50:52.310 
-8907.0 -56760.0   77.4 07:50:52.410 
-8895.0 -56706.0   77.4 07:50:52.510 
-8883.0 -56651.0   77.4 07:50:52.610 
-8871.0 -56596.0   77.4 07:50:52.710 
-8859.0 -56542.0   77.4 07:50:52.810 
-8847.0 -56487.0   77.5 07:50:52.910 
-8835.0 -56433.0   77.5 07:50:53.010 
-8823.0 -56378.0   77.5 07:50:53.110 
-8811.0 -56323.0   77.4 07:50:53.210 
-8799.0 -56268.0   77.4 07:50:53.310 
-8787.0 -56214.0   77.4 07:50:53.410 
-8775.0 -56159.0   77.5 07:50:53.510 
-8763.0 -56104.0   77.4 07:50:53.610 
-8751.0 -56049.0   77.4 07:50:53.710 
-8739.0 -55994.0   77.4 07:50:53.810 
-8727.0 -55939.0   77.4 07:50:53.910 
-8715.0 -55884.0   77.4 07:50:54.010 
-8703.0 -55830.0   77.4 07:50:54.111 
-8691.0 -55775.0   77.4 07:50:54.211 
-8679.0 -55720.0   77.5 07:50:54.311 
-8667.0 -55665.0   77.5 07:50:54.411 
-8655.0 -55610.0   77.4 07:50:54.511 
-8643.0 -55555.0   77.4 07:50:54.611 
-8631.0 -55500.0   77.5 07:50:54.711 
-8619.0 -55446.0   77.5 07:50:54.811 
-8607.0 -55391.0   77.4 07:50:54.911 
-8595.0 -55335.0   77.5 07:50:55.011 
-8583.0 -55280.0   77.4 07:50:55.111 
-8571.0 -55225.0   77.4 07:50:55.211 
-8559.0 -55170.0   77.5 07:50:55.311 
-8546.0 -55114.0   77.4 07:50:55.411 
-8534.0 -55058.0   77.4 07:50:55.511 
-8522.0 -55003.0   77.5 07:50:55.611 
-8510.0 -54949.0   77.4 07:50:55.711 
-8498.0 -54894.0   77.4 07:50:55.811 
-8486.0 -54839.0   77.5 07:50:55.911 
-8474.0 -54783.0   77.5 07:50:56.011 
-8462.0 -54728.0   77.5 07:50:56.112 
-8450.0 -54674.0   77.5 07:50:56.212 
-8439.0 -54619.0   77.5 07:50:56.311 
-8426.0 -54564.0   77.5 07:50:56.411 
-8415.0 -54509.0   77.4 07:50:56.511 
-8402.0 -54454.0   77.5 07:50:56.611 
-8390.0 -54399.0   77.5 07:50:56.711 
-8378.0 -54343.0   77.4 07:50:56.812 
-8366.0 -54288.0   77.4 07:50:56.912 
-8354.0 -54233.0   77.4 07:50:57.012 
-8342.0 -54177.0   77.4 07:50:57.112 
-8329.0 -54119.0   77.4 07:50:57.212 
-8316.0 -54061.0   77.4 07:50:57.312 
-8304.0 -54004.0   77.4 07:50:57.412 
-8292.0 -53948.0   77.4 07:50:57.512 
-8279.0 -53891.0   77.4 07:50:57.612 
-8267.0 -53834.0   77.4 07:50:57.712 
-8254.0 -53777.0   77.4 07:50:57.812 
-8242.0 -53720.0   77.5 07:50:57.912 
-8229.0 -53663.0   77.4 07:50:58.012 
-8217.0 -53606.0   77.4 07:50:58.112 
-8204.0 -53549.0   77.4 07:50:58.212 
-8192.0 -53491.0   77.4 07:50:58.312 
-8179.0 -53435.0   77.4 07:50:58.412 
-8167.0 -53378.0   77.4 07:50:58.512 
-8154.0 -53321.0   77.4 07:50:58.613 
-8142.0 -53264.0   77.4 07:50:58.712 
-8129.0 -53207.0   77.4 07:50:58.813 
-8117.0 -53149.0   77.5 07:50:58.912 
-8104.0 -53092.0   77.5 07:50:59.012 
-8092.0 -53036.0   77.4 07:50:59.113 
-8079.0 -52979.0   77.4 07:50:59.213 
-8067.0 -52921.0   77.4 07:50:59.313 
-8054.0 -52864.0   77.4 07:50:59.413 
-8042.0 -52808.0   77.5 07:50:59.513 
-8029.0 -52750.0   77.4 07:50:59.613 
-8017.0 -52693.0   77.5 07:50:59.713 
-8004.0 -52635.0   77.3 07:50:59.812 
-7992.0 -52582.0   77.6 07:50:59.913 
-7981.0 -52532.0   77.3 07:51:00.013 
-7971.0 -52484.0   77.3 07:51:00.113 
-7961.0 -52440.0   77.4 07:51:00.213 
-7951.0 -52394.0   77.4 07:51:00.313 
-7941.0 -52349.0   77.4 07:51:00.413 
-7931.0 -52303.0   77.4 07:51:00.513 
-7921.0 -52257.0   77.5 07:51:00.613 
-7911.0 -52210.0   77.4 07:51:00.713 
-7900.0 -52161.0   77.4 07:51:00.814 
-7889.0 -52111.0   77.5 07:51:00.913 
-7879.0 -52061.0   77.4 07:51:01.013 
-7868.0 -52011.0   77.5 07:51:01.113 
-7857.0 -51962.0   77.4 07:51:01.213 
-7846.0 -51911.0   77.4 07:51:01.314 
-7835.0 -51861.0   77.4 07:51:01.414 
-7824.0 -51811.0   77.4 07:51:01.514 
-7813.0 -51761.0   77.5 07:51:01.613 
-7802.0 -51711.0   77.4 07:51:01.714 
-7791.0 -51661.0   77.4 07:51:01.814 
-7780.0 -51611.0   77.4 07:51:01.914 
-7769.0 -51560.0   77.4 07:51:02.014 
-7758.0 -51509.0   77.4 07:51:02.114 
-7747.0 -51459.0   77.4 07:51:02.214 
-7736.0 -51408.0   77.5 07:51:02.314 
-7724.0 -51357.0   77.4 07:51:02.414 
-7713.0 -51306.0   77.5 07:51:02.514 
-7702.0 -51255.0   77.5 07:51:02.614 
-7691.0 -51202.0   77.4 07:51:02.714 
-7679.0 -51147.0   77.4 07:51:02.814 
-7667.0 -51092.0   77.5 07:51:02.914 
-7655.0 -51037.0   77.4 07:51:03.014 
-7643.0 -50983.0   77.4 07:51:03.114 
-7631.0 -50928.0   77.4 07:51:03.214 
-7619.0 -50873.0   77.4 07:51:03.314 
-7607.0 -50819.0   77.5 07:51:03.414 
-7595.0 -50765.0   77.5 07:51:03.514 
-7583.0 -50710.0   77.4 07:51:03.614 
-7571.0 -50655.0   77.5 07:51:03.714 
-7559.0 -50600.0   77.5 07:51:03.814 
-7547.0 -50547.0   77.4 07:51:03.914 
-7535.0 -50492.0   77.4 07:51:04.015 
-7523.0 -50437.0   77.4 07:51:04.115 
-7511.0 -50382.0   77.4 07:51:04.214 
-7499.0 -50328.0   77.4 07:51:04.315 
-7487.0 -50273.0   77.4 07:51:04.415 
-7475.0 -50217.0   77.4 07:51:04.515 
-7463.0 -50161.0   77.5 07:51:04.615 
-7451.0 -50106.0   77.4 07:51:04.715 
-7439.0 -50052.0   77.4 07:51:04.815 
-7428.0 -50000.0   77.4 07:51:04.915 
-7416.0 -49948.0   77.4 07:51:05.015 
-7405.0 -49895.0   77.4 07:51:05.115 
-7393.0 -49842.0   77.4 07:51:05.215 
-7382.0 -49789.0   77.5 07:51:05.315 
-7370.0 -49737.0   77.5 07:51:05.415 
-7359.0 -49684.0   77.5 07:51:05.515 
-7347.0 -49631.0   77.4 07:51:05.615 
-7336.0 -49579.0   77.4 07:51:05.715 
-7324.0 -49526.0   77.4 07:51:05.815 
-7312.0 -49473.0   77.4 07:51:05.915 
-7301.0 -49420.0   77.4 07:51:06.015 
-7289.0 -49367.0   77.4 07:51:06.115 
-7278.0 -49315.0   77.4 07:51:06.215 
-7266.0 -49262.0   77.4 07:51:06.316 
-7255.0 -49209.0   77.5 07:51:06.416 
-7243.0 -49157.0   77.4 07:51:06.516 
-7231.0 -49104.0   77.5 07:51:06.616 
-7220.0 -49051.0   77.4 07:51:06.716 
-7208.0 -48998.0   77.4 07:51:06.815 
-7197.0 -48946.0   77.5 07:51:06.916 
-7185.0 -48893.0   77.5 07:51:07.016 
-7174.0 -48840.0   77.5 07:51:07.116 
-7162.0 -48787.0   77.4 07:51:07.216 
-7151.0 -48734.0   77.5 07:51:07.316 
-7139.0 -48682.0   77.4 07:51:07.416 
-7128.0 -48629.0   77.4 07:51:07.516 
-7116.0 -48576.0   77.5 07:51:07.616 
-7105.0 -48523.0   77.5 07:51:07.716 
-7093.0 -48470.0   77.5 07:51:07.816 
-7082.0 -48418.0   77.5 07:51:07.916 
-7070.0 -48365.0   77.5 07:51:08.016 
-7059.0 -48313.0   77.4 07:51:08.116 
-7047.0 -48259.0   77.4 07:51:08.216 
-7035.0 -48207.0   77.5 07:51:08.316 
-7024.0 -48155.0   77.4 07:51:08.417 
-7013.0 -48105.0   77.4 07:51:08.517 
-7002.0 -48055.0   77.5 07:51:08.616 
-6991.0 -48004.0   77.4 07:51:08.716 
-6980.0 -47954.0   77.5 07:51:08.817 
-6969.0 -47904.0   77.5 07:51:08.917 
-6958.0 -47853.0   77.5 07:51:09.017 
-6947.0 -47804.0   77.5 07:51:09.117 
-6937.0 -47755.0   77.5 07:51:09.217 
-6926.0 -47706.0   77.4 07:51:09.317 
-6915.0 -47656.0   77.4 07:51:09.417 
-6904.0 -47606.0   77.5 07:51:09.517 
-6893.0 -47557.0   77.5 07:51:09.617 
-6883.0 -47507.0   77.4 07:51:09.717 
-6872.0 -47457.0   77.4 07:51:09.817 
-6861.0 -47407.0   77.4 07:51:09.917 
-6850.0 -47358.0   77.4 07:51:10.017 
-6839.0 -47308.0   77.4 07:51:10.117 
-6828.0 -47259.0   77.4 07:51:10.217 
-6817.0 -47209.0   77.4 07:51:10.317 
-6806.0 -47160.0   77.5 07:51:10.417 
-6796.0 -47114.0   77.4 07:51:10.517 
-6787.0 -47070.0   77.5 07:51:10.617 
-6778.0 -47030.0   77.7 07:51:10.717 
-6771.0 -46993.0   78.6 07:51:10.817 
-6764.0 -46959.0   79.1 07:51:10.917 
-6758.0 -46927.0   79.1 07:51:11.018 
-6753.0 -46898.0   79.2 07:51:11.118 
-6748.0 -46872.0   79.1 07:51:11.217 
-6743.0 -46845.0   79.2 07:51:11.317 
-6737.0 -46814.0   79.2 07:51:11.417 
-6730.0 -46779.0   79.2 07:51:11.518 
-6724.0 -46742.0   79.2 07:51:11.618 
-6716.0 -46702.0   79.2 07:51:11.718 
-6708.0 -46659.0   79.2 07:51:11.818 
-6700.0 -46614.0   79.2 07:51:11.918 
-6691.0 -46565.0   79.2 07:51:12.018 
-6681.0 -46513.0   79.2 07:51:12.118 
-6671.0 -46458.0   79.2 07:51:12.218 
-6661.0 -46403.0   79.2 07:51:12.318 
-6651.0 -46348.0   79.2 07:51:12.418 
-6641.0 -46298.0   79.2 07:51:12.518 
-6632.0 -46250.0   79.2 07:51:12.618 
-6624.0 -46205.0   79.2 07:51:12.718 
-6616.0 -46161.0   79.2 07:51:12.818 
-6608.0 -46116.0   79.2 07:51:12.918 
-6599.0 -46069.0   79.2 07:51:13.018 
-6590.0 -46020.0   79.2 07:51:13.118 
-6580.0 -45969.0   79.2 07:51:13.218 
-6570.0 -45916.0   79.2 07:51:13.318 
-6560.0 -45862.0   79.2 07:51:13.418 
-6550.0 -45809.0   79.2 07:51:13.519 
-6541.0 -45755.0   79.2 07:51:13.619 
-6531.0 -45703.0   79.2 07:51:13.719 
-6521.0 -45651.0   79.2 07:51:13.819 
-6511.0 -45598.0   79.2 07:51:13.919 
-6502.0 -45546.0   79.2 07:51:14.019 
-6492.0 -45495.0   79.2 07:51:14.119 
-6483.0 -45446.0   79.3 07:51:14.219 
-6475.0 -45401.0   79.2 07:51:14.319 
-6467.0 -45358.0   79.2 07:51:14.419 
-6460.0 -45319.0   80.2 07:51:14.519 
-6455.0 -45283.0   81.8 07:51:14.619 
-6450.0 -45249.0   82.4 07:51:14.719 
-6446.0 -45218.0   82.5 07:51:14.819 
-6443.0 -45189.0   82.7 07:51:14.919 
-6438.0 -45156.0   82.6 07:51:15.019 
-6434.0 -45119.0   82.5 07:51:15.119 
-6429.0 -45081.0   82.6 07:51:15.219 
-6424.0 -45039.0   82.6 07:51:15.319 
-6418.0 -44995.0   82.8 07:51:15.419 
-6412.0 -44947.0   82.8 07:51:15.519 
-6406.0 -44897.0   82.8 07:51:15.619 
-6400.0 -44844.0   82.8 07:51:15.719 
-6393.0 -44788.0   82.8 07:51:15.819 
-6386.0 -44729.0   82.8 07:51:15.919 
-6379.0 -44671.0   82.8 07:51:16.020 
-6372.0 -44617.0   82.8 07:51:16.119 
-6366.0 -44566.0   82.8 07:51:16.220 
-6360.0 -44517.0   82.7 07:51:16.320 
-6354.0 -44472.0   82.8 07:51:16.420 
-6349.0 -44427.0   82.8 07:51:16.520 
-6343.0 -44382.0   82.8 07:51:16.620 
-6338.0 -44337.0   82.8 07:51:16.720 
-6332.0 -44292.0   82.8 07:51:16.820 
-6326.0 -44246.0   82.8 07:51:16.920 
-6321.0 -44200.0   82.8 07:51:17.020 
-6315.0 -44154.0   82.8 07:51:17.120 
-6310.0 -44108.0   82.8 07:51:17.220 
-6304.0 -44061.0   82.8 07:51:17.320 
-6298.0 -44015.0   82.8 07:51:17.420 
