1487371711.204815 3.576829 49.159248 -9.529793 0.518035 -0.527082 0.580281 -0.342197
1487371712.208768 3.476236 48.729496 -9.396640 0.518487 -0.525374 0.582348 -0.340621
1487371713.209796 3.414841 48.274925 -9.319384 0.526232 -0.519018 0.585221 -0.333492
1487371714.240090 3.302562 47.783974 -9.185683 0.522252 -0.519896 0.583281 -0.341679
1487371715.342306 3.187341 47.252483 -9.043203 0.524592 -0.525072 0.577127 -0.340627
1487371716.368267 3.108168 46.813538 -8.931038 0.527913 -0.526648 0.575093 -0.336478
1487371717.501944 2.993489 46.283966 -8.834167 0.526945 -0.520259 0.579616 -0.340153
1487371718.603740 2.984039 45.769367 -8.765235 0.525669 -0.518577 0.579333 -0.345143
1487371719.607584 2.893115 45.339996 -8.635637 0.527182 -0.517721 0.579984 -0.343021
1487371720.660412 2.781090 44.842606 -8.488830 0.531949 -0.518174 0.574765 -0.343761
1487371721.735036 2.748439 44.542934 -8.422958 0.537390 -0.514026 0.573679 -0.343339
1487371722.871521 2.674565 44.087273 -8.295150 0.539249 -0.515523 0.569231 -0.345576
1487371723.873382 2.635040 43.658512 -8.192895 0.543267 -0.511788 0.568940 -0.345313
1487371724.925090 2.619972 43.188148 -8.097248 0.540782 -0.517427 0.559841 -0.355531
1487371726.026287 2.566121 42.844673 -8.009490 0.563311 -0.498246 0.557158 -0.352147
1487371727.173400 2.551353 42.354565 -7.900784 0.566523 -0.501821 0.551106 -0.351440
1487371728.205627 2.527323 41.947666 -7.815595 0.563176 -0.498385 0.552152 -0.359963
1487371729.235716 2.475399 41.513878 -7.705557 0.554664 -0.502992 0.548524 -0.372113
1487371730.339743 2.419993 41.079250 -7.578589 0.561435 -0.491925 0.562266 -0.355890
1487371731.407330 2.368223 40.645275 -7.462868 0.559090 -0.491695 0.565085 -0.355433
1487371732.460477 2.482982 40.188702 -7.460508 0.551645 -0.492173 0.558530 -0.376162
1487371733.641646 2.429073 39.728542 -7.349288 0.552311 -0.482719 0.570413 -0.369545
1487371734.799072 2.358515 39.239548 -7.249147 0.550479 -0.483409 0.565982 -0.378091
1487371735.838308 2.339653 38.850124 -7.142231 0.546510 -0.484458 0.574347 -0.369801
1487371736.969167 2.348350 38.382812 -7.063637 0.549784 -0.491825 0.565504 -0.368851
1487371738.105915 2.323211 38.053947 -6.973239 0.550598 -0.492306 0.567541 -0.363833
1487371739.207860 2.283939 37.721092 -6.889039 0.549640 -0.495016 0.564780 -0.365893
1487371740.274380 2.238641 37.404125 -6.797263 0.541834 -0.500639 0.561395 -0.374984
1487371741.310790 2.199296 37.111801 -6.718603 0.550912 -0.489372 0.573914 -0.357258
1487371742.404519 2.156073 36.777893 -6.620480 0.548724 -0.493393 0.569670 -0.361858
1487371743.407080 2.105299 36.468964 -6.532064 0.549051 -0.489506 0.574647 -0.358758
1487371744.571818 2.060317 36.105019 -6.423071 0.551034 -0.489495 0.572988 -0.358387
1487371745.727209 2.005904 35.713310 -6.310954 0.554238 -0.493662 0.568249 -0.355261
1487371746.728017 1.994041 35.388290 -6.241014 0.549866 -0.493949 0.567059 -0.363464
1487371747.739149 1.934253 35.096951 -6.144269 0.554712 -0.496330 0.562294 -0.360245
1487371748.766574 1.907752 34.793266 -6.056040 0.559533 -0.490974 0.569242 -0.349041
1487371749.926509 1.848714 34.407394 -5.929449 0.558904 -0.497420 0.563003 -0.351038
1487371750.975448 1.819181 34.051277 -5.834692 0.555815 -0.499700 0.561006 -0.355868
1487371752.005913 1.775859 33.655212 -5.724687 0.550581 -0.508776 0.548535 -0.370292
1487371753.027565 1.745847 33.330441 -5.630911 0.560517 -0.498461 0.559929 -0.351906
1487371754.103518 1.730065 32.962120 -5.525052 0.560209 -0.502844 0.556815 -0.351101
1487371755.107963 1.697587 32.678772 -5.447207 0.560746 -0.497383 0.567922 -0.340057
1487371756.112030 1.681258 32.571476 -5.416116 0.544805 -0.510290 0.575044 -0.334836
1487371757.237710 1.630337 32.262222 -5.336604 0.533796 -0.521046 0.575863 -0.334596
1487371758.267844 1.528681 31.806173 -5.228550 0.529005 -0.522644 0.577400 -0.337056
1487371759.273817 1.540892 31.468794 -5.219837 0.527596 -0.521793 0.580335 -0.335539
1487371760.305401 1.453967 31.114750 -5.109277 0.531267 -0.514536 0.586737 -0.329769
1487371761.334058 1.463778 30.764196 -5.064399 0.525702 -0.521122 0.583263 -0.334476
1487371762.403649 1.444502 30.493515 -5.053449 0.537774 -0.518742 0.579773 -0.324914
1487371763.469376 1.417372 30.168245 -4.968696 0.535454 -0.526594 0.573860 -0.326606
1487371764.639340 1.344415 29.814779 -4.867850 0.535902 -0.525051 0.575823 -0.324900
1487371765.734049 1.263540 29.479721 -4.770228 0.530745 -0.526019 0.577172 -0.329373
1487371766.739073 1.257604 29.177895 -4.761968 0.537535 -0.518293 0.580087 -0.325466
1487371767.743549 1.195656 28.826334 -4.661526 0.536980 -0.518228 0.579067 -0.328289
1487371768.805431 1.113237 28.469110 -4.550737 0.535365 -0.520904 0.579105 -0.326620
1487371769.870802 1.035791 28.080975 -4.435162 0.534576 -0.522531 0.576670 -0.329608
1487371770.996508 0.958073 27.681757 -4.327969 0.538386 -0.522577 0.573338 -0.329147
1487371772.039662 0.896575 27.318340 -4.212882 0.539946 -0.525784 0.570434 -0.326519
1487371773.106349 0.814626 26.951696 -4.112155 0.539914 -0.525703 0.571314 -0.325161
1487371774.172377 0.826577 26.605865 -4.076263 0.540843 -0.528264 0.567569 -0.326025
1487371775.232416 0.749183 26.272854 -3.972367 0.540779 -0.524476 0.569846 -0.328266
1487371776.304210 0.690103 25.936270 -3.888671 0.537321 -0.531744 0.563790 -0.332678
1487371777.342355 0.672886 25.663424 -3.866886 0.533119 -0.529160 0.571971 -0.329579
