#0.0000 0.0000 95.000000 -1 0.000 #x,y,theta,t,z
0.000 0.000 0.000 0 0.000
3.364 499.177 89.554 1 -7.566
5.663 746.376 90.181 2 -7.803
-1.407 1142.858 90.216 3 -24.657
17.302 1551.851 87.194 4 -23.478
12.137 1964.114 89.454 5 -4.166
1.769 2381.463 91.049 6 -0.279
-17.690 2857.677 91.566 7 1.174
-23.861 3380.498 90.338 8 -4.726
-39.769 3940.877 90.850 9 -23.941
-54.737 4478.293 90.906 10 -28.345
-53.065 4997.313 87.172 11 -31.166
-72.916 5547.329 91.155 12 -50.945
-183.734 6071.456 90.365 13 -55.985
-223.203 6579.122 90.723 14 -69.681
-304.748 7162.342 88.764 15 -84.618
-304.293 7675.623 88.971 16 -105.414
-309.532 8237.473 89.580 17 -109.993
-419.253 8775.586 89.762 18 -106.026
-421.302 9340.153 88.720 19 -110.748
-531.321 9832.669 89.867 20 -66.939
-506.094 10419.635 86.351 21 -33.851
-509.417 10924.519 89.430 22 -37.602
-687.109 11409.731 100.555 23 60.241
-660.437 11952.789 84.747 24 40.418
-654.105 12571.233 90.054 25 29.892
-772.342 13068.692 89.623 26 7.321
-771.518 13652.511 88.871 27 -4.313
-769.150 14309.629 88.178 28 -31.440
-889.556 14834.107 88.826 29 -52.749
-912.895 15423.047 91.230 30 -94.661
-1042.250 15978.796 90.054 31 -117.194
-1052.246 16576.078 90.145 32 -147.455
-1161.249 17129.918 89.526 33 -139.735
-1185.399 17727.456 90.412 34 -171.224
-1292.184 18322.155 91.403 35 -172.020
-1310.189 18951.542 90.828 36 -201.905
-1301.950 19576.502 87.917 37 -215.891
-1407.491 20249.892 89.916 38 -203.839
-1416.288 20831.920 89.983 39 -227.174
-1516.366 21504.938 89.715 40 -220.875
-1547.140 22132.910 92.160 41 -233.082
-1553.076 22826.135 90.431 42 -266.162
-1695.215 23458.158 89.733 43 -259.939
-1704.692 24003.364 90.205 44 -273.068
-1828.557 24616.445 90.679 45 -285.602
-1846.687 25249.117 91.500 46 -306.973
-1951.194 25756.998 87.695 47 -291.881
-2011.065 26307.545 96.221 48 -275.630
-1993.077 26903.929 85.967 49 -321.766
-2125.699 27525.095 92.425 50 -306.529
-2143.711 28087.984 92.294 51 -339.006
-2157.571 28744.624 93.109 52 -373.470
-2230.057 29308.549 90.630 53 -331.129
-2200.539 29685.939 87.102 54 -261.913
-2250.268 30059.434 91.790 55 -247.256
-2231.266 30146.282 83.165 56 -216.937
-2228.250 30167.344 -1.436 57 -138.726
-2157.538 30087.659 -44.920 58 -54.638
-2098.273 30062.916 -31.143 59 -21.463
-2087.534 30017.559 -73.202 60 -6.898
-2088.644 29974.330 -94.810 61 -6.813
-1600.339 30026.337 1.900 62 26.514
-1285.675 30139.531 -4.232 63 85.382
-985.777 30251.579 -3.216 64 106.426
-609.438 30418.747 -2.988 65 123.057
-147.662 30533.503 -1.431 66 180.782
335.488 30733.887 0.745 67 209.894
887.300 30934.001 -1.284 68 237.891
1340.211 30906.099 -11.187 69 286.978
1767.576 31020.798 -5.595 70 306.239
2164.569 31056.498 0.187 71 389.711
2590.295 31111.350 -2.276 72 377.322
