0 0.0000000000000e+00 0.0000000000000e+00 0.0000000000000e+00
1 2.8132164614846e+01 3.1431384999385e+05 5.2250733052355e+03
2 1.6723850196979e+03 3.3574370818674e+05 4.9481295533256e+03
3 5.4548269716993e+03 4.9322774664774e+05 4.5604896622373e+03
4 8.1967576531164e+03 6.4102072915213e+05 5.5729149774382e+03
5 8.8671793951910e+03 7.7616981146556e+05 5.5541853636055e+03
6 8.8498761316435e+03 9.4294079917929e+05 6.0686866342351e+03
7 9.0566244251521e+03 1.1888052905505e+06 4.2707235512885e+03
8 9.0535967948402e+03 1.4274890998878e+06 4.1446645237786e+03
9 9.2184600198123e+03 1.6623635626487e+06 5.6945976790415e+03
10 9.9322102816244e+03 1.9580521944391e+06 4.6006505595008e+03
11 2.1754957519856e+04 2.3466691883446e+06 5.6582204644183e+03
12 2.1757020563892e+04 2.6845430771476e+06 5.0781940407958e+03
13 3.0756084552598e+04 2.9594891235513e+06 4.9291511724814e+03
14 3.0863839596278e+04 3.3789739664023e+06 4.8466651229807e+03
15 3.7508813514340e+04 3.7415245958815e+06 4.5305688873306e+03
16 4.9752796959625e+04 3.9123067724790e+06 5.0269600206911e+03
17 5.2893224256624e+04 4.1500816608711e+06 5.3124001569009e+03
18 6.0689576579468e+04 4.4134540407560e+06 5.7003987741764e+03
19 6.3999765156944e+04 4.7304555400382e+06 5.6985968281371e+03
20 6.9248546984566e+04 5.1517045186249e+06 5.1608105159774e+03
21 1.3341794191053e+05 5.6589777329502e+06 4.4216173876379e+03
22 1.3475325946180e+05 5.8378601150809e+06 4.4709439591362e+03
23 2.7139048535169e+05 6.0791244002659e+06 6.5888231020999e+03
24 4.0480524534563e+05 6.5404348183737e+06 5.1761067532573e+03
25 3.3407833943852e+05 7.0784872039223e+06 4.0315969597877e+03
26 3.9582983027311e+05 7.2461550330142e+06 5.4457678242989e+03
27 3.4302134079495e+05 7.2805568646716e+06 4.1892893467883e+03
28 2.9563907564141e+05 7.4947163247951e+06 3.9574969213945e+03
29 3.3273978885715e+05 7.8092232549586e+06 3.5980952514878e+03
30 3.3901336801995e+05 8.3664691348463e+06 5.5197691702921e+03
31 3.1121369751656e+05 8.3709447966849e+06 5.0328338360564e+03
32 3.4792320870807e+05 8.6836742458712e+06 4.3489845585213e+03
33 3.0862856265007e+05 8.9196862717655e+06 5.4306776814196e+03
34 3.5274243127232e+05 9.2047721968182e+06 4.6489245484489e+03
35 3.1248024665958e+05 1.0271784046476e+07 4.3442479256356e+03
36 3.2755919517703e+05 1.0746726797266e+07 5.0527049082716e+03
37 2.7654009612254e+05 1.0927197135676e+07 4.9778965575322e+03
38 3.0063374092757e+05 1.1200512620347e+07 4.6545581267749e+03
39 2.8892097231431e+05 1.1024161280215e+07 3.9665417790760e+03
40 2.8793001855892e+05 1.0863004734022e+07 4.5483531805962e+03
41 2.7861066213961e+05 1.1514949911770e+07 3.9733216889886e+03
42 3.0541494216465e+05 1.2024544504465e+07 4.8094097785826e+03
43 2.6183737713432e+05 1.1579947828843e+07 4.5236092411293e+03
44 2.3670495194934e+05 1.1904626331892e+07 4.3317547195557e+03
45 2.4866298043669e+05 1.2212132951670e+07 5.2013163331676e+03
46 2.4828928816221e+05 1.2593049996811e+07 5.9876168825787e+03
47 3.0172607064865e+05 1.2505262195905e+07 4.1520344485500e+03
48 3.5294607773668e+05 1.2695471291459e+07 7.4041033899396e+03
49 3.2565239150320e+05 1.1949359141064e+07 5.0960861024450e+03
50 2.9105514575949e+05 1.2066804392959e+07 4.1351410474462e+03
51 2.9501530022022e+05 1.2521341105079e+07 4.7190365368016e+03
52 2.4254603644647e+05 1.1791123793100e+07 5.0176914666263e+03
53 2.0357920811547e+05 1.0499857441909e+07 3.9652314956861e+03
54 2.1629948943115e+05 1.0570332449668e+07 5.0317895754317e+03
55 1.9163451400406e+05 8.7456122291052e+06 4.9268530888170e+03
56 2.0325526170900e+05 8.8098593251930e+06 5.1808849339345e+03
57 2.3037271411655e+05 8.8100546516692e+06 1.0740068210516e+04
58 3.4900169192610e+05 8.8405917682992e+06 1.6604725691398e+04
59 3.5882516197167e+05 8.8494021219735e+06 8.8028679708154e+03
60 3.6995681004427e+05 8.8380734954869e+06 1.4846235906508e+04
61 3.7449886858220e+05 8.8483791227778e+06 1.3027685533654e+04
62 7.3793290036424e+05 7.1834675797058e+06 7.3675193503667e+03
63 1.2323196920473e+06 5.8355887205681e+06 6.9769802116705e+03
64 1.3921958352593e+06 6.0479257603739e+06 7.3062748541016e+03
65 1.6154448737183e+06 6.2625766180007e+06 6.5756934216939e+03
66 1.9468010201580e+06 3.4739922623900e+06 8.0579286807520e+03
67 2.4480283203606e+06 3.6848394773433e+06 6.8718738138256e+03
68 2.4599294116311e+06 1.2704967094198e+06 6.1070959099156e+03
69 3.0512999794389e+06 1.5171006492937e+06 6.3702060944718e+03
70 3.4289021589243e+06 1.5768922100965e+06 7.2089151276218e+03
71 3.3088765984230e+06 7.6368603914297e+05 7.3254813745293e+03
72 3.6434150246531e+06 7.8638137103482e+05 6.5729006337935e+03
73 4.0157717674330e+06 7.9501654928103e+05 7.8568445725611e+03
74 4.5213428726597e+06 8.5644885068506e+05 7.0438705020449e+03
75 3.5735930883438e+06 3.8048090583747e+05 5.7761566497507e+03
76 3.6118677853735e+06 3.8645923412726e+05 7.7789950475206e+03
77 3.8970811177854e+06 3.8914679725825e+05 6.0213105402828e+03
78 4.5176869208291e+06 3.8516887770306e+05 6.0277584319839e+03
79 4.8847454732217e+06 3.8823253762322e+05 9.3072015783876e+03
80 4.4794356310116e+06 2.3836710186685e+05 6.2988649459184e+03
81 5.0038639358657e+06 2.4139527581289e+05 7.3920223370512e+03
82 5.5297782946112e+06 2.4582123163297e+05 7.7207415225934e+03
83 6.0667287788957e+06 2.4722747974021e+05 6.4317642136979e+03
84 5.2140535911945e+06 2.1681316877533e+05 5.5108203435052e+03
85 5.9713494259435e+06 2.2459012446659e+05 6.8474534021536e+03
86 6.0839240418443e+06 2.5573508638747e+05 4.9491063002444e+03
87 6.4352517953213e+06 2.6778335446959e+05 6.7847359781775e+03
88 5.6208247849277e+06 2.0920328128510e+05 6.8317615714451e+03
89 5.8254186287525e+06 2.2073250840279e+05 6.3951055969843e+03
