0.000 0.000 0.000 0
0.000 5220.795 0.017 1
0.000 4906.256 0.018 2
0.000 4860.407 0.019 3
0.000 4963.917 0.018 4
0.000 4845.527 0.018 5
0.000 5310.148 0.017 6
0.000 4879.165 0.018 7
0.000 4876.655 0.018 8
0.000 4792.913 0.019 9
0.000 5046.573 0.018 10
0.000 4951.424 0.018 11
0.000 4696.845 0.019 12
0.000 4841.798 0.018 13
0.000 5009.310 0.018 14
0.000 4736.067 0.019 15
0.000 4928.025 0.018 16
0.000 4819.699 0.018 17
0.000 5139.168 0.017 18
0.000 4662.516 0.019 19
0.000 5164.745 0.017 20
0.000 4591.947 0.019 21
0.000 5027.611 0.017 22
0.000 4966.808 0.019 23
0.000 5044.725 0.018 24
0.000 4587.297 0.019 25
0.000 5206.283 0.017 26
0.000 4782.456 0.018 27
0.000 4513.527 0.019 28
0.000 4547.242 0.019 29
0.000 4668.152 0.019 30
0.000 4672.305 0.019 31
0.000 4818.833 0.018 32
0.000 5105.158 0.017 33
0.000 5113.472 0.017 34
0.000 5114.102 0.017 35
0.000 4993.764 0.018 36
0.000 5002.007 0.018 37
0.000 4541.204 0.019 38
0.000 5116.979 0.017 39
0.000 4831.730 0.018 40
0.000 4963.725 0.018 41
0.000 4723.439 0.019 42
0.000 4584.676 0.019 43
0.000 5350.438 0.017 44
0.000 4914.908 0.018 45
0.000 4638.852 0.019 46
0.000 5101.110 0.017 47
0.000 5301.120 0.017 48
0.000 5264.693 0.017 49
0.000 4887.530 0.018 50
0.000 5082.958 0.018 51
0.000 5153.908 0.018 52
0.000 5048.036 0.018 53
0.000 4854.076 0.018 54
0.000 5059.203 0.018 55
0.000 4850.884 0.018 56
0.000 2658.709 0.019 57
0.000 -1327.305 0.017 58
0.000 -1519.087 0.019 59
0.000 -2270.032 0.017 60
0.000 -4053.806 0.017 61
0.000 -678.128 0.054 62
0.000 -63.734 0.019 63
0.000 -155.591 0.018 64
0.000 -129.681 0.018 65
0.000 -157.251 0.017 66
0.000 -103.695 0.018 67
0.000 -27.591 0.019 68
0.000 -239.275 0.019 69
0.000 -436.814 0.018 70
0.000 -217.975 0.018 71
0.000 -101.053 0.019 72
0.000 -66.152 0.019 73
0.000 -172.274 0.018 74
0.000 -223.792 0.017 75
0.000 -29.458 0.019 76
0.000 64.125 0.017 77
0.000 98.161 0.019 78
0.000 54.622 0.017 79
0.000 36.890 0.019 80
0.000 50.701 0.018 81
0.000 -25.709 0.018 82
0.000 -62.472 0.018 83
0.000 48.695 0.018 84
0.000 32.522 0.018 85
0.000 81.750 0.018 86
0.000 47.295 0.019 87
0.000 -71.951 0.018 88
0.000 -63.175 0.018 89
0.000 -38.628 0.019 90
0.000 -16.010 0.017 91
0.000 -35.128 0.018 92
0.000 -47.132 0.019 93
0.000 -109.161 0.018 94
0.000 -88.148 0.017 95
0.000 -84.710 0.017 96
0.000 -95.536 0.017 97
0.000 -69.162 0.018 98
0.000 -61.370 0.019 99
0.000 -32.984 0.017 100
0.000 -6.900 0.017 101
0.000 -63.127 0.018 102
0.000 -76.499 0.019 103
0.000 -24.603 0.018 104
0.000 -116.950 0.017 105
0.000 -318.423 0.018 106
0.000 -358.269 0.018 107
0.000 -273.995 0.019 108
0.000 -190.547 0.019 109
0.000 -260.522 0.017 110
0.000 -266.095 0.018 111
0.000 -230.736 0.017 112
0.000 -241.962 0.018 113
0.000 -216.325 0.019 114
0.000 -259.382 0.017 115
0.000 -230.557 0.017 116
0.000 -283.669 0.018 117
0.000 -355.065 0.018 118
0.000 -334.708 0.017 119
0.000 -272.750 0.019 120
0.000 -316.435 0.018 121
0.000 -251.540 0.018 122
0.000 -191.658 0.018 123
0.000 -277.466 0.018 124
0.000 -318.339 0.018 125
0.000 -310.060 0.017 126
0.000 -330.314 0.018 127
0.000 -324.690 0.018 128
0.000 -255.609 0.017 129
0.000 -230.825 0.018 130
0.000 -300.554 0.017 131
0.000 -281.627 0.017 132
0.000 -207.821 0.017 133
0.000 -35.033 0.139 134
0.000 -97.824 0.055 135
0.000 -253.445 0.018 136
0.000 -317.576 0.018 137
0.000 -292.308 0.019 138
0.000 -233.212 0.019 139
0.000 -300.357 0.018 140
0.000 -337.891 0.017 141
0.000 -583.376 0.019 142
0.000 -532.902 0.019 143
0.000 -307.195 0.017 144
0.000 -392.145 0.017 145
0.000 -309.251 0.017 146
0.000 -249.668 0.019 147
0.000 -481.362 0.019 148
0.000 -404.899 0.017 149
0.000 -212.652 0.018 150
0.000 -272.923 0.019 151
0.000 -262.210 0.017 152
0.000 -255.779 0.018 153
0.000 -221.308 0.019 154
0.000 -240.747 0.017 155
0.000 -249.473 0.019 156
0.000 -230.026 0.017 157
0.000 -205.637 0.019 158
