0 3.1030447269738e+04 3.2528616933185e+04 1.6450365516251e+02 1.8519335173708e-03
1 3.3362853504016e+04 3.1992833856316e+04 -1.0868682631679e+01 1.5793489506651e-03
2 3.7160963823153e+04 3.1810858019130e+04 7.3680892902055e+01 7.7345097182544e-04
3 2.9341441065547e+04 3.2664148411738e+04 1.5605973702653e+02 1.0493312437215e-03
4 2.9432918126752e+04 3.2240793986968e+04 -1.3505617159689e+01 2.2692158118409e-03
5 2.8336757027337e+04 3.1343082574634e+04 -9.3207174602880e+01 7.1913313805917e-04
6 3.1140866083294e+04 3.2103153778865e+04 -9.4976050459167e+00 1.9422544438950e-03
7 2.7525723425770e+04 3.2535282431951e+04 -6.6480081662413e+00 2.1198202537388e-03
8 3.1811128420461e+04 3.3085296242488e+04 -8.4076112700206e+00 2.8740008380157e-03
9 3.1526924633562e+04 3.3430776549023e+04 5.4829840294480e+01 2.9484571562101e-03
10 3.3022262590757e+04 3.2233058650245e+04 -1.2094842602274e+01 2.0739565826028e-03
11 2.9194779584363e+04 3.3410451618392e+04 -1.7935864270939e+02 2.9372826895328e-03
12 3.0113713254384e+04 3.3212242144576e+04 -2.3759119544459e+01 2.6103037175113e-03
13 2.7833149195593e+04 3.2754266972761e+04 -1.7055346851107e+02 1.0064609354035e-03
14 3.0004946607302e+04 3.3599502777606e+04 3.1292554321914e+01 2.2924220935830e-03
15 3.0634159372253e+04 3.3447256837307e+04 -4.4471719791028e+01 2.5413633593634e-03
16 3.3360244797137e+04 3.2716673505044e+04 -2.6593279741285e+01 1.7169948796053e-03
17 3.2229858922318e+04 3.3099588456367e+04 -1.4500177014256e+02 3.0570042424052e-03
18 3.3299690609938e+04 3.3070344015324e+04 -8.4279567303640e+00 2.0349082711316e-03
19 3.1434887291817e+04 3.3222331168912e+04 -2.0734413575449e+01 3.0626098779188e-03
20 3.1141859264034e+04 3.2972026539884e+04 -1.3717497891270e+02 1.7803557022554e-03
21 3.1647953789951e+04 3.3082241165850e+04 -2.3080832988253e+00 2.1794355941423e-03
22 3.1582935257828e+04 3.2912993213303e+04 1.6837105575185e+02 3.0080225847729e-03
23 3.3382444597140e+04 3.2942943039325e+04 -1.0852110491747e+00 2.9779255388544e-03
24 3.1907997680545e+04 3.3187819251126e+04 5.5969031172314e+01 3.0364393586215e-03
25 3.1001470257570e+04 3.3210468267838e+04 1.5325138060071e+02 2.8706683335961e-03
26 3.6575306558478e+04 3.2640144586385e+04 2.8955017284916e+00 3.4110853288861e-03
27 3.7172134335840e+04 3.2303736401998e+04 -1.6181447651387e+01 1.4699185221551e-03
28 3.6483852104829e+04 3.2544387078675e+04 -1.4326505058581e+01 2.1911291370865e-03
29 3.5550473500987e+04 3.3028306604735e+04 1.2134903390525e+01 2.2855323675116e-03
30 3.7722461857513e+04 3.2730093578712e+04 -1.4678622685820e+02 1.7468724408277e-03
31 3.6961908758784e+04 3.2312874020951e+04 -8.3610399078266e+00 7.6199409997917e-04
32 3.8042454636398e+04 3.3174311046893e+04 -4.8516656203964e+01 2.4639881531556e-03
33 3.7699883686823e+04 3.3546647870731e+04 1.5588720752954e+02 1.9948943647851e-03
34 3.8234584267204e+04 3.2912373607585e+04 -3.1461784010230e+01 2.5918307315407e-03
